Ticker,Training Data Size,Test Data Size,Accuracy,train_true,train_false,coef,intercept
KEEN.JK,698,174,0.6149425287356322,274,424,[-0.03264296 -0.08096285  0.00818805  0.18761075  0.03232423 -1.57045566],-0.43619803853833766
KEJU.JK,650,162,0.6604938271604939,249,401,[-0.00760413  0.02598168 -0.01292812 -0.10163189 -0.00700047 -1.28195293],-0.4828179748572057
KETR.JK,72,18,0.6111111111111112,19,53,[-0.0451057  -0.06623046 -0.08149987 -0.56277114  0.21623657 -0.38217165],-0.9762035022399188
KIAS.JK,284,71,0.9154929577464789,66,218,[-0.14038425 -0.2072888   0.06672328  0.33464831  0.01018775 -1.36393495],-1.234266294090618
KICI.JK,967,241,0.6265560165975104,281,686,[-0.37885282  0.00714016  0.0074934  -0.00441757  0.00587574  0.15668537],-0.8981428359257498
KIJA.JK,967,241,0.8547717842323651,304,663,[-0.09658776 -0.05281975 -0.1102216   0.01774692  0.02481514 -0.52122881],-0.7851389552973354
KING.JK,17,4,0.25,10,7,[-0.02157805 -0.11998302 -0.10524329 -0.05886368 -0.62096347  0.01160331],0.4290143180840364
KINO.JK,967,241,0.6224066390041494,371,596,[ 0.13300595 -0.01634127 -0.02605963  0.04687638  0.01568904  0.47073917],-0.47797401338973067
KIOS.JK,967,241,0.6265560165975104,271,696,[ 0.05639124  0.01996847 -0.01699452  0.01269866 -0.04323516 -0.2534058 ],-0.9439578325244068
KJEN.JK,704,175,0.6571428571428571,162,542,[ 0.40162978 -0.00666614  0.04290113  0.09473005 -0.0137547  -0.05896756],-1.2081838993780294
KKES.JK,126,31,0.6774193548387096,48,78,[-0.0242365   0.00973714  0.37891725  0.40812604  0.05309052 -0.41085075],-0.4859283149423216
KKGI.JK,967,241,0.5767634854771784,387,580,[-0.07321218  0.01133346  0.02555374  0.0252281  -0.00213855 -1.13608838],-0.4040588311457178
KLBF.JK,968,241,0.5435684647302904,415,553,"[-2.00167482e-02  3.21362843e-02  1.69463977e-02 -1.92966085e-02
 -4.15567988e-04 -1.24908783e+00]",-0.27836166048488037
KLIN.JK,125,31,0.45161290322580644,20,105,[-0.05590589 -0.8352602   0.65361465  0.2756709  -0.26232371 -0.87028197],-1.712290302212962
KMDS.JK,499,124,0.6451612903225806,205,294,[-0.07336856  0.02941397  0.14662102 -0.04059956 -0.02785616 -1.89405354],-0.3621284035119953
KMTR.JK,966,241,0.6804979253112033,340,626,[-0.06529345  0.0056504  -0.01451571 -0.03592766 -0.00588959 -0.64906895],-0.602877498062126
KOBX.JK,967,241,0.6224066390041494,376,591,[-0.19576207 -0.00679766  0.03057638  0.00547668 -0.00725399 -1.69755897],-0.44390338291573345
KOIN.JK,868,217,0.7004608294930875,206,662,[-0.24889893  0.01758996 -0.02910998  0.07898734  0.02548616 -0.55562733],-1.1624145535484156
KONI.JK,948,236,0.6822033898305084,231,717,[ 0.54936887 -0.01755015  0.02651617  0.0191275  -0.00298752  0.03660449],-1.1358204118967707
KOPI.JK,966,241,0.6887966804979253,259,707,[-0.16868654 -0.00310496 -0.00337079 -0.03620547 -0.00833852 -1.02136446],-1.0013203602448835
KOTA.JK,502,125,0.808,180,322,[ 0.35792705 -0.02707903  0.07810163 -0.03126262 -0.02277595  0.53067389],-0.5960250737257291
KPAL.JK,528,131,0.9083969465648855,178,350,[ 0.17395679 -0.01096396  0.13007503  0.06046352 -0.01181803 -0.71324475],-0.6670095497546042
KPAS.JK,545,136,0.7573529411764706,127,418,[-0.08332633 -0.03072933  0.01455318  0.04754009  0.01167057 -0.1256283 ],-1.1945494296025394
KPIG.JK,967,241,0.7219917012448133,274,693,[-0.18461399 -0.08394711  0.03537362 -0.13087531  0.00281868 -0.67273119],-0.9378041837502819
KRAH.JK,457,114,0.8596491228070176,121,336,[ 0.31763364  0.02067957  0.06783777 -0.10755338  0.14721085 -0.00579097],-1.0321481424666321
KRAS.JK,967,241,0.6680497925311203,362,605,[ 0.01236757  0.05535769  0.01045043 -0.00557435  0.00835072 -0.05809838],-0.5092860446040172
KREN.JK,831,207,0.855072463768116,281,550,[ 0.09554614 -0.00742032 -0.02903507  0.00536601  0.00124736  0.55504101],-0.681181627067227
KRYA.JK,133,33,0.696969696969697,43,90,[ 0.18198977 -0.54735575 -1.24277849  0.57286465 -0.24038446  0.73232267],-0.8439400124318862
KUAS.JK,279,69,0.7681159420289855,90,189,[ 0.03179726  0.08008633  0.10839896  0.00953273 -0.07214611 -1.19625331],-0.7704110564070715
LABA.JK,352,88,0.6931818181818182,115,237,[ 0.35628981  0.11557624  0.06997235  0.03035418 -0.07195821 -0.4077553 ],-0.7286342374247103
LAJU.JK,28,7,0.8571428571428571,11,17,[-0.03351327 -0.04902819  0.7241222   0.4245477  -0.14795548  0.22843763],-0.4076500767848681
LAND.JK,828,206,0.7233009708737864,289,539,[-0.2493327   0.02931943  0.16577003 -0.0588846  -0.04999152  0.26115204],-0.6152088148042995
LCGP.JK,192,48,0.875,71,121,[-0.03462921 -0.01926702 -0.12981007 -0.06367174 -0.03417558 -1.52651885],-0.5356013850452501
LCKM.JK,962,240,0.6833333333333333,246,716,"[-1.15144178e-01  9.18862030e-05  1.57070505e-03  1.69871649e-02
  4.33623296e-03 -2.50358372e+00]",-1.0774698653073775
LEAD.JK,586,146,0.7123287671232876,142,444,[ 0.01525298  0.02838759 -0.00530055 -0.07486062 -0.00610891 -0.41830214],-1.1425692622391854
LFLO.JK,386,96,0.6875,137,249,[-0.00284743  0.01317109  0.05136604  0.14763197  0.03447388  0.22029997],-0.5792502380627461
LIFE.JK,720,179,0.888268156424581,111,609,[-0.00056609  0.04707601  0.03928083 -0.00059619 -0.05233051 -0.26596522],-1.699729489502898
LINK.JK,967,241,0.6348547717842323,390,577,[-0.0088782  -0.00028085 -0.01378026 -0.00088771  0.00588673 -0.2176399 ],-0.3853233156835864
LION.JK,968,241,0.6224066390041494,258,710,[-0.33322748 -0.0515018  -0.01537303  0.05772328 -0.04242875 -1.27855523],-1.0148607422623108
LMAS.JK,613,153,0.7973856209150327,144,469,[-0.04612611  0.05182333 -0.01533412 -0.01959509  0.01803372 -2.21867936],-1.1988344268073694
LMPI.JK,968,241,0.6721991701244814,318,650,"[-3.43242234e-01  7.22254584e-03  2.27351086e-04 -3.06897318e-02
  1.22223456e-02 -2.56688335e+00]",-0.7166454663481714
LMSH.JK,968,241,0.6804979253112033,221,747,"[ 2.56808523e-04  4.76875078e-06 -3.91563910e-02  1.77103129e-02
  6.12946244e-03 -3.07798004e-02]",-1.2214822095126283
LPCK.JK,968,241,0.6265560165975104,393,575,[ 0.16786093  0.09111402 -0.01198573 -0.01132154  0.01419983  0.10403872],-0.3736875981179754
LPGI.JK,916,229,0.6157205240174672,195,721,[ 0.09368607  0.03903573  0.01535851  0.01228665 -0.01808296 -0.58678552],-1.3107923263050973
LPIN.JK,966,241,0.6473029045643154,306,660,[ 0.09879706  0.10672332 -0.05078167 -0.0225999  -0.01126355 -1.1189041 ],-0.7692802994684123
LPKR.JK,968,241,0.6763485477178424,340,628,[-0.0825874  -0.00990174 -0.00704163  0.01731346 -0.0024965  -0.16657207],-0.6161620469572756
LPLI.JK,957,239,0.6317991631799164,298,659,[-0.25463075 -0.01839844 -0.01799341  0.07738341 -0.01482291 -1.51752706],-0.8005024510871459
LPPF.JK,967,241,0.5601659751037344,408,559,"[1.70387960e-01 1.67405771e-02 3.80923656e-02 1.03667317e-03
 7.65797316e-05 6.39865727e-01]",-0.3215565161173918
LPPS.JK,967,241,0.7095435684647303,308,659,"[-2.18930408e-01  9.53040451e-04 -8.67434923e-03 -5.79989136e-02
  4.32494898e-03 -2.06465045e+00]",-0.75194023239309
LRNA.JK,965,241,0.7095435684647303,308,657,"[-2.25644954e-01 -1.50301027e-03  6.59592589e-04 -2.81891103e-02
 -2.18917006e-02 -2.48167647e+00]",-0.7598023995072469
LSIP.JK,967,241,0.6307053941908713,414,553,[-0.00521273  0.00741157  0.00668886 -0.02366845  0.00501365 -0.06199453],-0.29289124898916863
LTLS.JK,967,241,0.6265560165975104,354,613,[-0.09875581 -0.04633012 -0.070945   -0.00288608  0.00662368 -0.87586474],-0.5539312187587634
LUCK.JK,856,213,0.7183098591549296,302,554,[ 0.26022897  0.01265018 -0.00998325 -0.01817451 -0.01337148 -0.96439647],-0.5984511445982795
LUCY.JK,370,92,0.5869565217391305,148,222,[ 0.18321142 -0.01211481 -0.05296186 -0.00105641 -0.03897191  0.65787795],-0.4322215755118089
MABA.JK,232,57,0.9473684210526315,50,182,[-0.02689777 -0.07615929  0.1832      0.34021629  0.00194108  0.0593063 ],-1.2954361506703387
MAIN.JK,966,241,0.6680497925311203,391,575,[-0.0280654   0.05536932 -0.0131872  -0.04178402 -0.00431454 -0.68585877],-0.38020758975052116
MAMI.JK,324,80,0.575,132,192,[ 0.13119791  0.05099347  0.12005974 -0.2413446   0.02514219  0.54494117],-0.37821749393197074
MAPA.JK,939,234,0.5384615384615384,319,620,[ 0.00064628  0.02273434  0.00243818  0.00079448  0.00150291 -0.00509214],-0.6680728799903066
MAPB.JK,967,241,0.6182572614107884,264,703,"[-6.26883137e-02 -1.90357883e-02  1.40274878e-04 -8.20689614e-04
 -1.75988836e-03 -1.90008340e+00]",-0.980384744894715
MAPI.JK,967,241,0.5269709543568465,382,585,[-0.1697161   0.0356302   0.00487177 -0.01765129 -0.00365219 -0.076298  ],-0.43228384997582026
MARI.JK,910,227,0.6343612334801763,320,590,"[ 3.71430488e-01  6.29253912e-02  2.18420029e-02 -6.23117826e-03
 -3.17215287e-04 -6.52456441e-01]",-0.6179796407388762
MARK.JK,967,241,0.6182572614107884,392,575,[ 0.00629846  0.00195064  0.00537433 -0.04020828  0.00817487 -0.18668394],-0.3829911365286302
MASA.JK,924,231,0.6363636363636364,308,616,[-0.00646483 -0.00458287  0.00078289  0.03730989  0.00834795  0.08817556],-0.6957640602190858
MASB.JK,342,85,0.7058823529411765,92,250,[-0.01545683 -0.01482635 -0.03843655 -0.07840698  0.06436809 -2.29630296],-1.0193180827249748
MAYA.JK,923,230,0.6652173913043479,176,747,[ 0.33009469  0.02493983  0.0478807   0.06788429  0.08045763 -0.11652035],-1.4559258162832656
MBAP.JK,967,241,0.5684647302904564,417,550,[ 0.01698698 -0.00383071  0.0024692  -0.0043343  -0.0029757   0.06240885],-0.27490336687467515
MBSS.JK,967,241,0.6348547717842323,363,604,[-0.11304686  0.01449461  0.0425071  -0.00732256 -0.03758543 -0.27559473],-0.5122080407171575
MBTO.JK,966,241,0.6265560165975104,349,617,"[-5.50342434e-01  4.31285054e-03  4.43236692e-02  4.50108759e-02
  1.43682108e-03 -2.60820371e+00]",-0.5673444253047827
MCAS.JK,966,241,0.6141078838174274,413,553,[ 0.49651347  0.0044285  -0.01080799  0.00471309 -0.02585127  1.53686518],-0.3047578637937665
MCOL.JK,305,76,0.5789473684210527,141,164,[ 0.02649326 -0.01153013 -0.0006394   0.08734364  0.00570016 -0.42889356],-0.14258626328129478
MCOR.JK,967,241,0.7219917012448133,307,660,[-0.12427252  0.01694089  0.0199645   0.01439181  0.00371108  0.20765378],-0.7650488544188527
MDIA.JK,656,164,0.8902439024390244,192,464,[-0.24499139  0.06008897 -0.00905405  0.07157853  0.00460406 -1.17531272],-0.8849711125514993
MDKA.JK,968,241,0.6058091286307054,432,536,[-0.18240362  0.09469546 -0.00646095 -0.00126363 -0.00552481 -0.4766015 ],-0.21828616408721313
MDKI.JK,965,241,0.6514522821576764,345,620,[-0.2276933   0.02821614  0.03378738  0.04552881 -0.00351853 -2.36921877],-0.5863387287362106
MDLN.JK,748,186,0.6827956989247311,225,523,[ 0.24345092 -0.03116435 -0.03938896  0.02061226 -0.00628305 -0.94803048],-0.8386839560222755
MEDC.JK,968,241,0.5269709543568465,377,591,[ 0.06038524 -0.03263589  0.07976698  0.02153898  0.03376907 -0.82456561],-0.44586743335589757
MEDS.JK,124,31,0.6774193548387096,47,77,[-0.02778887 -0.18988418  0.22612189 -0.40857139  0.18943809  0.54035642],-0.43726735024143587
MEGA.JK,953,238,0.6218487394957983,230,723,[-0.20982282  0.03765932 -0.03066289 -0.0015752   0.00220695  0.0009724 ],-1.1541670191901656
MERK.JK,967,241,0.5518672199170125,339,628,[ 0.0439362   0.00549962 -0.03186852 -0.0369318   0.01521793 -0.32909515],-0.6162500236789359
META.JK,966,241,0.6597510373443983,321,645,"[ 9.16481896e-02 -2.32508512e-02  1.17234629e-01  1.86147278e-02
 -1.05278960e-04 -7.97184861e-01]",-0.6954222696142822
MFIN.JK,967,241,0.6390041493775933,294,673,[-0.02681978 -0.00912697  0.04077764 -0.01885844 -0.01875545 -2.28630838],-0.830770096023748
MFMI.JK,967,241,0.6390041493775933,322,645,[-0.09829865  0.03032125  0.01116031  0.03373544  0.00432175 -1.53832879],-0.6919135469428754
MGLV.JK,353,88,0.7613636363636364,142,211,[-0.04229057  0.12429975 -0.01727109 -0.03529804  0.00172861  0.79304545],-0.4043017304427343
MGNA.JK,87,21,1.0,7,80,[-0.00191094 -0.16150903 -0.04988434  0.02338344 -0.32693662 -0.00093752],-2.4083784025763917
MGRO.JK,935,233,0.592274678111588,330,605,[ 0.20064918  0.11801406 -0.02869625 -0.00966245  0.00931458  1.21534685],-0.6149531436190134
MICE.JK,967,241,0.5726141078838174,335,632,"[-1.47382653e-01 -5.61182205e-04  6.01863214e-02 -1.63896825e-02
  1.81050814e-02 -1.85644803e+00]",-0.6319020595577194
MIDI.JK,944,235,0.6085106382978723,186,758,"[-1.78142666e-01  2.03367840e-03  4.38189870e-03 -8.54528698e-02
  4.68124225e-04 -9.34317067e-01]",-1.4022709429045288
MIKA.JK,967,241,0.5767634854771784,436,531,[-0.02244814 -0.00349167 -0.01256419 -0.01140232  0.01386244 -0.70953798],-0.19589233038161322
MINA.JK,645,161,0.7888198757763976,194,451,[ 0.57262781 -0.08365605  0.01060592 -0.01356609  0.00270857 -0.10449469],-0.8418350384208394
MITI.JK,546,136,0.5882352941176471,134,412,[-0.09409758  0.02406461 -0.11439833  0.05003456  0.01925918 -0.51168445],-1.123328281626367
MKNT.JK,303,75,0.8933333333333333,97,206,[-0.09778333  0.09589725  0.1202672  -0.04269501 -0.01007664 -1.46880739],-0.7494127854967534
MKPI.JK,827,206,0.6456310679611651,87,740,"[ 5.56180776e-12 -4.05114895e-11  6.31506806e-10 -1.28700417e-09
 -1.58156242e-08 -4.73136350e-07]",-2.2288140589766706e-08
MKTR.JK,74,18,0.6111111111111112,30,44,[-0.00154669  0.04008237  0.02594034  0.222614   -0.00497009  0.08955827],-0.401911949773013
MLBI.JK,967,241,0.6307053941908713,280,687,[ 0.0970395  -0.00593805  0.0079597   0.05542828  0.04141673 -0.28241069],-0.8945161252963038
MLIA.JK,968,241,0.6348547717842323,391,577,[ 0.00783192  0.00121547  0.00348095 -0.09336656  0.00586284  0.53883161],-0.3964306458351443
MLPL.JK,967,241,0.6473029045643154,291,676,[ 0.08133933 -0.01446437  0.03234666 -0.02700713 -0.00787672 -0.68753717],-0.8378968858856835
MLPT.JK,960,239,0.6192468619246861,314,646,[ 0.11820877 -0.03008231 -0.01252599 -0.00217078 -0.00624484 -0.09807862],-0.7252715712453437
MMIX.JK,58,14,0.42857142857142855,23,35,[ 0.07332452 -0.73716775  0.23503249  0.21969078 -0.05487971  0.13542194],-0.40391570216176975
MMLP.JK,966,241,0.6182572614107884,342,624,[-0.2154937  -0.00396774 -0.01623941  0.03224096 -0.00384302 -1.29965703],-0.5988332926860412
MNCN.JK,967,241,0.6473029045643154,359,608,"[ 5.96387734e-03 -7.88848346e-05 -1.56755074e-03  2.54170137e-02
  6.16788425e-03 -5.54664509e-01]",-0.5193525564586571
MOLI.JK,907,226,0.6194690265486725,260,647,[-0.3575979   0.01509024 -0.0525877  -0.03191401  0.00231879 -0.91349425],-0.9045655078259055
MORA.JK,126,31,0.6451612903225806,39,87,[-0.02164757  0.08747157 -0.07017749  0.34806956 -0.00725705  0.43254839],-0.735314800587554
MPMX.JK,947,236,0.6313559322033898,363,584,[-0.01076772 -0.02393687 -0.00525707  0.07917057  0.00024734 -0.12477529],-0.48104263327824465
MPOW.JK,967,241,0.6846473029045643,334,633,[-0.10721872  0.03557662  0.10179018 -0.00709741  0.00274853 -1.21199469],-0.6411423996292317
MPPA.JK,968,241,0.6473029045643154,343,625,[ 0.17931022  0.02076602  0.03965627 -0.00239447  0.0124872   0.51485159],-0.6050733309580152
MPRO.JK,883,220,0.7272727272727273,233,650,[-0.14289207  0.04416359 -0.00278173  0.08830863  0.04649185  0.04773184],-1.0257775050676392
MRAT.JK,967,241,0.6058091286307054,333,634,[-0.24053117  0.00988984 -0.01134615 -0.01541287  0.0161517  -1.73851483],-0.6418450701718765
MREI.JK,944,236,0.6228813559322034,208,736,[-0.53233685 -0.00777159 -0.02947998  0.0164036   0.00415425 -0.67497403],-1.2590547186421401
MSIN.JK,954,238,0.6974789915966386,344,610,[ 0.6582926   0.01079564  0.03870822 -0.08578537  0.00379754 -0.05593164],-0.5797079141132211
MSKY.JK,966,241,0.6639004149377593,275,691,"[-2.20422990e-01 -6.93997086e-02  8.61573594e-03  7.91491680e-02
  2.54732256e-04 -1.39518651e+00]",-0.9259299403874126
MTDL.JK,968,241,0.6597510373443983,411,557,[-0.18666106 -0.0214205   0.02514891  0.00153706  0.00771532 -0.04742358],-0.304717419761423
MTEL.JK,263,65,0.6615384615384615,93,170,[-0.01133861  0.03981057 -0.01062815  0.17899364  0.14492486  0.03969329],-0.5983512499567908
MTLA.JK,967,241,0.6265560165975104,291,676,"[-3.50457856e-07  2.28893749e-05  1.06158199e-04  4.06539902e-05
 -1.81765116e-04 -1.20477141e-05]",-0.00024435626627489925
MTMH.JK,181,45,0.6,54,127,[ 0.01082682 -0.02874167 -0.28702502 -0.16481074  0.0124601   0.40367556],-0.8807107229676434
MTPS.JK,748,186,0.8387096774193549,235,513,[ 0.38439294  0.014272   -0.02048285  0.19044705  0.01462084  0.11456376],-0.7922501616665582
MTRA.JK,352,87,0.8045977011494253,95,257,[ 0.01248629  0.2008321  -0.11837727  0.01943137 -0.00075009 -0.0321049 ],-1.005369438932138
MTSM.JK,966,241,0.6348547717842323,260,706,[-0.37162732  0.00944656 -0.02271964  0.0015143   0.02188034 -0.74038195],-0.9996037662760247
MTWI.JK,966,241,0.6639004149377593,325,641,[-0.0148507  -0.02484886 -0.02080927  0.01572654 -0.00575776 -1.39819094],-0.6797232656627192
MYOH.JK,967,241,0.7385892116182573,355,612,[-0.11090034 -0.00779684  0.01047611 -0.02389702  0.02491647 -0.95757217],-0.5439096756805044
MYOR.JK,968,241,0.5518672199170125,343,625,"[-1.22251200e-02 -2.25519189e-02  6.86331935e-03 -2.26543240e-02
 -2.17834709e-04  5.04498142e-01]",-0.6055560160176553
MYRX.JK,308,77,0.8441558441558441,92,216,[-0.04233876 -0.05898809 -0.14499668  0.38605064 -0.01363334 -1.64313178],-0.8675443644601316
MYTX.JK,964,241,0.6721991701244814,276,688,"[-3.60358114e-01  9.63484595e-02 -3.46426715e-03 -8.88258021e-02
 -9.50089849e-04 -2.87377663e+00]",-0.9307829281613811
NANO.JK,204,50,0.76,47,157,[ 0.00934891  0.20811805 -0.02139966  0.56398507  0.13847545 -0.10669154],-1.2188056143266903
NASA.JK,577,144,0.75,132,445,[ 0.1551518   0.01414607 -0.08093855  0.00470909  0.01682166  0.27012231],-1.2252626633729349
NASI.JK,251,62,0.7580645161290323,93,158,[-0.0774762   0.05564084 -0.08680579 -0.27192958  0.01683809  0.55259037],-0.5333226789223718
NATO.JK,826,206,0.6213592233009708,306,520,"[ 5.61574941e-02  1.71645177e-02  1.19696798e-03  1.02839723e-02
 -5.85093569e-03  1.47503065e+00]",-0.5521150467896151
NAYZ.JK,24,5,0.2,14,10,[-0.02665071  0.35279049  0.4585425  -0.38173258  0.20209328  0.06137811],0.31274042644056527
NELY.JK,967,241,0.6680497925311203,336,631,"[-6.31336078e-02 -4.18449045e-04  1.92357412e-02  5.27595532e-02
 -1.95879290e-03 -1.48926059e+00]",-0.6271030414230214
NETV.JK,226,56,0.6785714285714286,72,154,[-0.05731653 -0.01659728  0.53704363  0.01985592 -0.00613682 -1.06471654],-0.7492879574702546
NFCX.JK,935,233,0.6566523605150214,349,586,"[ 7.51805601e-01  5.22844836e-02  8.76592618e-03  2.91217868e-02
 -5.85771398e-04  9.01286247e-01]",-0.5246766260535093
NICK.JK,967,241,0.5435684647302904,313,654,"[-1.29437033e-01 -1.70440219e-03  2.01502047e-03  1.53895646e-04
 -3.22362845e-03 -1.83732673e+00]",-0.7291532252592722
NICL.JK,336,84,0.5833333333333334,112,224,[ 0.07183456  0.00968074  0.11226115  0.00269421 -0.0714792  -1.25078819],-0.6977591753079507
NIKL.JK,967,241,0.6763485477178424,356,611,[ 0.17135054 -0.00753658 -0.23986635  0.00653573 -0.00894761  0.07990555],-0.5410560419009856
NINE.JK,59,14,0.7857142857142857,10,49,[-0.00254547  0.02840309  0.34309471 -0.25436807 -0.08085903  0.87666342],-1.6479570834150505
NIRO.JK,966,241,0.7178423236514523,238,728,"[-2.28143125e-01  1.23625003e-02 -4.04348405e-04 -1.67700137e-02
  6.19393044e-04 -2.54074693e+00]",-1.125346584717311
NISP.JK,967,241,0.6099585062240664,308,659,"[-2.42212223e-02 -9.20649601e-02 -2.95318955e-02 -1.85877215e-02
  2.37805312e-04 -1.62513767e+00]",-0.764708822259099
NOBU.JK,940,235,0.6595744680851063,240,700,[-0.28271223  0.03076859 -0.00838541  0.04403973  0.00161352 -0.07474172],-1.0704034752052434
NPGF.JK,356,89,0.8651685393258427,107,249,[ 0.00570396  0.0807152  -0.00877621 -0.12696269  0.037048    0.30222991],-0.8735076948668468
NRCA.JK,967,241,0.6016597510373444,366,601,[-0.08879269 -0.00249958  0.02756771 -0.01045944  0.01458891 -1.14230133],-0.484220073743877
NSSS.JK,4,1,1.0,3,1,[-0.0005791  -0.15235476  0.08875506  0.03975315  0.01766473 -0.02236441],1.1292591322961472
NTBK.JK,109,27,1.0,9,100,[-0.03849685  0.26069772 -0.14313817  0.06331727  0.03216801 -0.12150206],-2.4324015478926544
NUSA.JK,267,66,0.803030303030303,85,182,[ 0.33276511  0.22137517  0.65253756  0.37399987 -0.0045285   0.09767624],-0.7809668810797511
NZIA.JK,683,170,0.6294117647058823,239,444,"[-7.45349102e-03 -9.74046445e-05  1.24238907e-02  3.69331974e-02
 -9.79542533e-03 -6.51816308e-01]",-0.6158857088836227
OASA.JK,967,241,0.5809128630705395,262,705,[ 0.12205382  0.007173    0.00313614  0.10037948 -0.00902459 -0.97081495],-0.9851664189477317
OBMD.JK,253,63,0.5555555555555556,95,158,[ 0.21514407 -0.08607103  0.49630892 -0.08401696 -0.11531683 -0.1523739 ],-0.5551815179357213
OCAP.JK,324,81,0.9259259259259259,76,248,[-0.55796474  0.02306284  0.02428754  0.09021769 -0.07512774 -0.1547811 ],-1.162445446723985
OILS.JK,306,76,0.631578947368421,100,206,[-0.08770915 -0.01674048 -0.1494274  -0.12292846 -0.01163294 -0.37046015],-0.7422422408978313
OKAS.JK,966,241,0.6597510373443983,320,646,[-0.20061281 -0.0328822   0.04711154 -0.03655206 -0.00463383 -0.21914023],-0.7169692715898015
OLIV.JK,172,42,0.7857142857142857,40,132,[-0.09073961 -0.04275259  0.13397797 -0.17771271 -0.05776082  0.58417106],-1.2382271745246909
OMED.JK,74,18,0.5555555555555556,27,47,[-0.01088888  0.13250753  0.4250505   0.43829677  0.12759778  0.08704152],-0.5561944765776371
OMRE.JK,688,172,0.6686046511627907,149,539,[ 0.014334    0.00338225 -0.02044033 -0.00890864  0.00451774 -0.01866157],-1.2857355701554467
OPMS.JK,685,171,0.7426900584795322,257,428,[ 0.16920402 -0.12045301  0.11212068  0.10295017 -0.01202865  0.3932667 ],-0.5329036710742585
PACK.JK,22,5,0.6,11,11,[-0.01804565 -0.46014028 -0.12781669 -0.17844532 -0.11238215 -0.12189084],0.07429657267976407
PADA.JK,56,14,0.35714285714285715,18,38,[-0.0391314   0.4805094  -0.42700824  0.05653096 -0.15121909  0.34269842],-0.7874010892711787
PADI.JK,366,91,0.8791208791208791,119,247,[-0.05840659 -0.00832893  0.03401888 -0.1125186  -0.01048928 -0.35104383],-0.7256212567949771
PALM.JK,968,241,0.6431535269709544,348,620,"[-6.61419161e-02 -2.11800647e-05 -6.47643398e-03  4.76847076e-02
 -1.02580684e-02 -1.47182949e+00]",-0.5715590349728089
PAMG.JK,731,182,0.7252747252747253,248,483,[ 0.0454215   0.00172321 -0.00133022  0.0295184   0.01500283 -0.75271593],-0.6619825902212926
PANI.JK,896,223,0.6053811659192825,319,577,"[ 2.94631857e-02  5.24623310e-03 -7.47633932e-03 -7.69793598e-03
  8.22701545e-04 -1.63188060e+00]",-0.5916836903076323
PANR.JK,967,241,0.5726141078838174,358,609,[ 0.35430211  0.00302576  0.02653388  0.13173352  0.00056038 -0.21234475],-0.5350129629254606
PANS.JK,967,241,0.5560165975103735,372,595,"[ 2.31264237e-03  5.69408395e-02  8.72099243e-02 -9.80047204e-02
 -3.51741940e-04 -1.22039542e+00]",-0.4618865773769477
PBID.JK,967,241,0.6099585062240664,386,581,[-0.01768424 -0.05606844 -0.02041443 -0.03035407 -0.03122565 -2.13430478],-0.40959060045998286
PBRX.JK,967,241,0.7012448132780082,316,651,[-0.0029276  -0.00740888 -0.00903524  0.0405831  -0.00401055 -0.07254628],-0.7174955668731757
PBSA.JK,929,232,0.6120689655172413,265,664,[-0.13678973 -0.03812199 -0.03963688 -0.07670334 -0.00388543 -0.0575028 ],-0.9238253667692737
PCAR.JK,956,239,0.7656903765690377,272,684,[-0.0456213   0.0394147   0.01863707  0.04169993 -0.01643713 -0.03508636],-0.9208972580858831
PDES.JK,861,215,0.772093023255814,198,663,[-0.13220991  0.00118657 -0.10171342 -0.01663986  0.00862283  0.00016299],-1.2276771678576914
PDPP.JK,73,18,0.4444444444444444,30,43,[-0.04352296  0.13136231 -0.22781819  0.04853999  0.02671951 -0.03786015],-0.4459913752446888
PEGE.JK,967,241,0.6514522821576764,293,674,[ 0.37769347 -0.01694208 -0.00369487 -0.04149548  0.05215269 -0.87559146],-0.8265735612787225
PEHA.JK,839,209,0.7129186602870813,298,541,[-0.14167579 -0.01532807  0.02432353  0.01077872 -0.00510467 -1.11825885],-0.5985475873812703
PEVE.JK,31,7,0.5714285714285714,11,20,[-0.02470279 -0.23088462  1.03099204  0.18645892  0.05500259 -0.30393243],-0.5420551640732438
PGAS.JK,967,241,0.5767634854771784,425,542,[-0.05267344  0.05496556 -0.01438202  0.04155306 -0.00538952 -0.36482067],-0.24070831319801012
PGEO.JK,12,3,0.6666666666666666,6,6,[-0.00341723 -0.36981317  0.13220732 -0.0233427  -0.1121293  -0.1748414 ],-0.060487655359256605
PGJO.JK,621,155,0.7032258064516129,211,410,[ 0.26621437  0.01498779  0.24936685  0.02178541 -0.00195586 -0.36042004],-0.6775457204813495
PGLI.JK,962,240,0.6416666666666667,275,687,"[-1.99682273e-01  6.80818487e-04 -3.44279443e-03 -2.63212023e-02
  9.66666420e-04 -1.59060483e+00]",-0.9149431394259756
PGUN.JK,530,132,0.6439393939393939,169,361,[-0.13322287 -0.00380382 -0.06028394  0.00251554  0.02423946 -1.0582295 ],-0.7514123681771954
PICO.JK,967,241,0.6307053941908713,317,650,"[-2.39724250e-02  2.20351614e-04 -2.21089125e-02 -2.62426324e-02
 -6.72222582e-03 -1.77247936e+00]",-0.718102465422809
PJAA.JK,966,241,0.6680497925311203,285,681,[-0.06543001  0.0013043  -0.02770838  0.00561776  0.01329587 -0.04320869],-0.8672903671186719
